,class_id,sale_date,holidays,holiday_importance,weekend,length,workday,sale_quantity
235,175962,2014-04-01,1,0,8,30,21,522
236,175962,2014-05-01,2,2,9,31,20,474
237,175962,2014-06-01,1,0,9,30,20,380
238,175962,2014-07-01,0,0,8,31,23,482
239,175962,2014-08-01,0,0,10,31,21,459
240,175962,2014-09-01,1,3,8,30,21,594
241,175962,2014-10-01,5,3,8,31,18,657
242,175962,2014-11-01,0,0,10,30,20,442
243,175962,2014-12-01,0,0,8,31,23,1627
244,175962,2015-01-01,2,1,9,31,20,727
245,175962,2015-02-01,5,1,8,28,15,450
246,175962,2015-03-01,0,0,9,31,22,356
247,175962,2015-04-01,1,0,8,30,21,371
248,175962,2015-05-01,1,2,10,31,20,364
249,175962,2015-06-01,1,0,8,30,21,254
250,175962,2015-07-01,0,0,8,31,23,387
251,175962,2015-08-01,0,0,10,31,21,309
252,175962,2015-09-01,2,0,8,30,20,348
253,175962,2015-10-01,5,3,9,31,17,411
254,175962,2015-11-01,0,0,9,30,21,269
255,175962,2015-12-01,0,0,8,31,23,222
256,175962,2016-01-01,1,0,10,31,20,302
257,175962,2016-02-01,5,1,8,29,16,214
258,175962,2016-03-01,0,0,8,31,23,372
259,175962,2016-04-01,1,0,9,30,20,593
260,175962,2016-05-01,1,2,9,31,21,214
261,175962,2016-06-01,2,0,8,30,20,221
262,175962,2016-07-01,0,0,10,31,21,269
263,175962,2016-08-01,0,0,8,31,23,134
264,175962,2016-09-01,2,3,8,30,20,151
265,175962,2016-10-01,5,3,10,31,16,269
266,175962,2016-11-01,0,0,8,30,22,411
267,175962,2016-12-01,0,0,9,31,22,633
268,175962,2017-01-01,4,1,9,31,18,396
269,175962,2017-02-01,2,1,8,28,18,151
270,175962,2017-03-01,0,0,8,31,23,301
271,175962,2017-04-01,2,0,10,30,18,134
272,175962,2017-05-01,3,2,8,31,20,167
273,175962,2017-06-01,0,0,8,30,22,143
274,175962,2017-07-01,0,0,10,31,21,119
275,175962,2017-08-01,0,0,8,31,23,103
276,175962,2017-09-01,0,0,9,30,21,214
277,175962,2017-10-01,5,3,9,31,17,237
278,178529,2012-01-01,7,1,9,31,15,1739
279,178529,2012-02-01,0,0,8,29,21,1493
280,178529,2012-03-01,0,0,9,31,22,1248
281,178529,2012-04-01,4,2,9,30,17,895
282,178529,2012-05-01,1,2,8,31,22,918
283,178529,2012-06-01,1,0,9,30,20,683
284,178529,2012-07-01,0,0,9,31,22,873
285,178529,2012-08-01,0,0,8,31,23,644
286,178529,2012-09-01,0,0,10,30,20,694
287,178529,2012-10-01,5,3,8,31,18,742
288,178529,2012-11-01,0,0,8,30,22,872
289,178529,2012-12-01,0,0,10,31,21,639
290,178529,2013-01-01,3,1,8,31,20,1465
291,178529,2013-02-01,5,1,8,28,15,943
292,178529,2013-03-01,0,0,10,31,21,999
293,178529,2013-04-01,4,0,8,30,18,781
294,178529,2013-05-01,1,2,8,31,22,907
295,178529,2013-06-01,3,0,10,30,17,684
296,178529,2013-07-01,0,0,8,31,23,759
297,178529,2013-08-01,0,0,9,31,22,644
298,178529,2013-09-01,2,0,9,30,19,958
299,178529,2013-10-01,5,3,8,31,18,884
300,178529,2013-11-01,0,0,9,30,21,730
301,178529,2013-12-01,0,0,9,31,22,587
302,178529,2014-01-01,2,1,8,31,21,1567
303,178529,2014-02-01,4,1,8,28,16,975
304,178529,2014-03-01,0,0,10,31,21,872
305,178529,2014-04-01,1,0,8,30,21,632
306,178529,2014-05-01,2,2,9,31,20,513
307,178529,2014-06-01,1,0,9,30,20,456
308,178529,2014-07-01,0,0,8,31,23,314
309,178529,2014-08-01,0,0,10,31,21,359
310,178529,2014-09-01,1,3,8,30,21,525
311,178529,2014-10-01,5,3,8,31,18,491
312,178529,2014-11-01,0,0,10,30,20,513
313,178529,2014-12-01,0,0,8,31,23,616
314,178529,2015-01-01,2,1,9,31,20,924
315,178529,2015-02-01,5,1,8,28,15,634
316,178529,2015-03-01,0,0,9,31,22,655
317,178529,2015-04-01,1,0,8,30,21,508
318,178529,2015-05-01,1,2,10,31,20,496
319,178529,2015-06-01,1,0,8,30,21,320
320,178529,2015-07-01,0,0,8,31,23,319
321,178529,2015-08-01,0,0,10,31,21,274
322,178529,2015-09-01,2,0,8,30,20,537
323,178529,2015-10-01,5,3,9,31,17,479
324,178529,2015-11-01,0,0,9,30,21,399
325,178529,2015-12-01,0,0,8,31,23,508
326,178529,2016-01-01,1,0,10,31,20,393
327,178529,2016-02-01,5,1,8,29,16,531
328,178529,2016-03-01,0,0,8,31,23,296
329,178529,2016-04-01,1,0,9,30,20,200
330,178529,2016-05-01,1,2,9,31,21,239
331,178529,2016-06-01,2,0,8,30,20,229
332,178529,2016-07-01,0,0,10,31,21,166
333,178529,2016-08-01,0,0,8,31,23,194
334,178529,2016-09-01,2,3,8,30,20,200
335,178529,2016-10-01,5,3,10,31,16,223
336,178529,2016-11-01,0,0,8,30,22,222
337,178529,2016-12-01,0,0,9,31,22,387
338,178529,2017-01-01,4,1,9,31,18,182
339,178529,2017-02-01,2,1,8,28,18,451
340,178529,2017-03-01,0,0,8,31,23,331
341,178529,2017-04-01,2,0,10,30,18,331
342,178529,2017-05-01,3,2,8,31,20,188
343,178529,2017-06-01,0,0,8,30,22,177
344,178529,2017-07-01,0,0,10,31,21,177
345,178529,2017-08-01,0,0,8,31,23,108
346,178529,2017-09-01,0,0,9,30,21,165
347,178529,2017-10-01,5,3,9,31,17,148
348,186250,2016-02-01,5,1,8,29,16,25
349,186250,2016-03-01,0,0,8,31,23,17
350,186250,2016-04-01,1,0,9,30,20,42
351,186250,2016-05-01,1,2,9,31,21,100
352,186250,2016-06-01,2,0,8,30,20,125
353,186250,2016-07-01,0,0,10,31,21,108
354,186250,2016-08-01,0,0,8,31,23,100
355,186250,2016-09-01,2,3,8,30,20,208
356,186250,2016-10-01,5,3,10,31,16,224
357,186250,2016-11-01,0,0,8,30,22,274
358,186250,2016-12-01,0,0,9,31,22,332
359,186250,2017-01-01,4,1,9,31,18,125
360,186250,2017-02-01,2,1,8,28,18,133
361,186250,2017-03-01,0,0,8,31,23,158
362,186250,2017-04-01,2,0,10,30,18,116
363,186250,2017-05-01,3,2,8,31,20,174
364,186250,2017-06-01,0,0,8,30,22,42
365,186250,2017-07-01,0,0,10,31,21,125
366,186250,2017-08-01,0,0,8,31,23,108
367,186250,2017-09-01,0,0,9,30,21,83
368,186250,2017-10-01,5,3,9,31,17,83
369,194201,2017-09-01,0,0,9,30,21,239
370,194201,2017-10-01,5,3,9,31,17,378
371,194450,2012-01-01,7,1,9,31,15,65
372,194450,2012-02-01,0,0,8,29,21,59
373,194450,2012-03-01,0,0,9,31,22,30
374,194450,2012-04-01,4,2,9,30,17,18
375,194450,2012-05-01,1,2,8,31,22,59
376,194450,2012-06-01,1,0,9,30,20,36
377,194450,2012-07-01,0,0,9,31,22,36
378,194450,2012-08-01,0,0,8,31,23,24
379,194450,2012-09-01,0,0,10,30,20,42
380,194450,2012-10-01,5,3,8,31,18,42
381,194450,2012-11-01,0,0,8,30,22,95
382,194450,2012-12-01,0,0,10,31,21,65
383,194450,2013-01-01,3,1,8,31,20,106
384,194450,2013-02-01,5,1,8,28,15,77
385,194450,2013-03-01,0,0,10,31,21,65
386,194450,2013-04-01,4,0,8,30,18,48
387,194450,2013-05-01,1,2,8,31,22,77
388,194450,2013-06-01,3,0,10,30,17,42
389,194450,2013-07-01,0,0,8,31,23,54
390,194450,2013-08-01,0,0,9,31,22,24
391,194450,2013-09-01,2,0,9,30,19,36
392,194450,2013-10-01,5,3,8,31,18,30
393,194450,2013-11-01,0,0,9,30,21,30
394,194450,2013-12-01,0,0,9,31,22,30
395,194450,2014-01-01,2,1,8,31,21,71
396,194450,2014-02-01,4,1,8,28,16,30
397,194450,2014-03-01,0,0,10,31,21,47
398,194450,2014-04-01,1,0,8,30,21,36
399,194450,2014-05-01,2,2,9,31,20,36
400,194450,2014-06-01,1,0,9,30,20,41
401,194450,2014-07-01,0,0,8,31,23,36
402,194450,2014-08-01,0,0,10,31,21,18
403,194450,2014-09-01,1,3,8,30,21,65
404,194450,2014-10-01,5,3,8,31,18,36
405,194450,2014-11-01,0,0,10,30,20,24
406,194450,2014-12-01,0,0,8,31,23,36
407,194450,2015-01-01,2,1,9,31,20,30
408,194450,2015-02-01,5,1,8,28,15,65
409,194450,2015-03-01,0,0,9,31,22,36
410,194450,2015-04-01,1,0,8,30,21,12
411,194450,2015-05-01,1,2,10,31,20,12
412,194450,2015-06-01,1,0,8,30,21,12
413,194450,2015-07-01,0,0,8,31,23,6
414,194450,2015-08-01,0,0,10,31,21,0
415,194450,2015-09-01,2,0,8,30,20,54
416,194450,2015-10-01,5,3,9,31,17,131
417,194450,2015-11-01,0,0,9,30,21,178
418,194450,2015-12-01,0,0,8,31,23,130
419,194450,2016-01-01,1,0,10,31,20,237
420,194450,2016-02-01,5,1,8,29,16,125
421,194450,2016-03-01,0,0,8,31,23,148
422,194450,2016-04-01,1,0,9,30,20,230
423,194450,2016-05-01,1,2,9,31,21,148
424,194450,2016-06-01,2,0,8,30,20,166
425,194450,2016-07-01,0,0,10,31,21,225
426,194450,2016-08-01,0,0,8,31,23,324
427,194450,2016-09-01,2,3,8,30,20,348
428,194450,2016-10-01,5,3,10,31,16,242
429,194450,2016-11-01,0,0,8,30,22,319
430,194450,2016-12-01,0,0,9,31,22,561
431,194450,2017-01-01,4,1,9,31,18,201
432,194450,2017-02-01,2,1,8,28,18,165
433,194450,2017-03-01,0,0,8,31,23,153
434,194450,2017-04-01,2,0,10,30,18,218
435,194450,2017-05-01,3,2,8,31,20,195
436,194450,2017-06-01,0,0,8,30,22,159
437,194450,2017-07-01,0,0,10,31,21,325
438,194450,2017-08-01,0,0,8,31,23,189
439,194450,2017-09-01,0,0,9,30,21,307
440,194450,2017-10-01,5,3,9,31,17,271
441,198427,2012-01-01,7,1,9,31,15,47
442,198427,2012-02-01,0,0,8,29,21,21
443,198427,2012-03-01,0,0,9,31,22,10
444,198427,2012-04-01,4,2,9,30,17,10
445,198427,2012-05-01,1,2,8,31,22,10
446,198427,2012-06-01,1,0,9,30,20,0
447,198427,2012-07-01,0,0,9,31,22,21
448,198427,2012-08-01,0,0,8,31,23,0
449,198427,2012-09-01,0,0,10,30,20,0
450,198427,2012-10-01,5,3,8,31,18,5
451,198427,2012-11-01,0,0,8,30,22,10
452,198427,2012-12-01,0,0,10,31,21,16
453,198427,2013-01-01,3,1,8,31,20,31
454,198427,2013-02-01,5,1,8,28,15,0
455,198427,2013-03-01,0,0,10,31,21,26
456,198427,2013-04-01,4,0,8,30,18,10
457,198427,2013-05-01,1,2,8,31,22,5
458,198427,2013-06-01,3,0,10,30,17,5
459,198427,2013-07-01,0,0,8,31,23,0
460,198427,2013-08-01,0,0,9,31,22,0
461,198427,2013-09-01,2,0,9,30,19,16
462,198427,2013-10-01,5,3,8,31,18,0
463,198427,2013-11-01,0,0,9,30,21,5
464,198427,2013-12-01,0,0,9,31,22,0
465,198427,2014-01-01,2,1,8,31,21,16
466,198427,2014-02-01,4,1,8,28,16,10
467,198427,2014-03-01,0,0,10,31,21,0
468,198427,2014-04-01,1,0,8,30,21,0
469,198427,2014-05-01,2,2,9,31,20,0
470,198427,2014-06-01,1,0,9,30,20,0
471,198427,2014-07-01,0,0,8,31,23,0
472,198427,2014-08-01,0,0,10,31,21,0
473,198427,2014-09-01,1,3,8,30,21,0
474,198427,2014-10-01,5,3,8,31,18,0
475,198427,2014-11-01,0,0,10,30,20,0
476,198427,2014-12-01,0,0,8,31,23,16
477,198427,2015-01-01,2,1,9,31,20,57
478,198427,2015-02-01,5,1,8,28,15,47
479,198427,2015-03-01,0,0,9,31,22,26
480,198427,2015-04-01,1,0,8,30,21,36
481,198427,2015-05-01,1,2,10,31,20,104
482,198427,2015-06-01,1,0,8,30,21,47
483,198427,2015-07-01,0,0,8,31,23,78
484,198427,2015-08-01,0,0,10,31,21,57
485,198427,2015-09-01,2,0,8,30,20,73
486,198427,2015-10-01,5,3,9,31,17,114
487,198427,2015-11-01,0,0,9,30,21,68
488,198427,2015-12-01,0,0,8,31,23,161
489,198427,2016-01-01,1,0,10,31,20,94
490,198427,2016-02-01,5,1,8,29,16,42
491,198427,2016-03-01,0,0,8,31,23,140
492,198427,2016-04-01,1,0,9,30,20,119
493,198427,2016-05-01,1,2,9,31,21,119
494,198427,2016-06-01,2,0,8,30,20,135
495,198427,2016-07-01,0,0,10,31,21,135
496,198427,2016-08-01,0,0,8,31,23,109
497,198427,2016-09-01,2,3,8,30,20,156
498,198427,2016-10-01,5,3,10,31,16,208
499,198427,2016-11-01,0,0,8,30,22,187
500,198427,2016-12-01,0,0,9,31,22,317
501,198427,2017-01-01,4,1,9,31,18,167
502,198427,2017-02-01,2,1,8,28,18,135
503,198427,2017-03-01,0,0,8,31,23,151
504,198427,2017-04-01,2,0,10,30,18,171
505,198427,2017-05-01,3,2,8,31,20,83
506,198427,2017-06-01,0,0,8,30,22,109
507,198427,2017-07-01,0,0,10,31,21,83
508,198427,2017-08-01,0,0,8,31,23,84
509,198427,2017-09-01,0,0,9,30,21,125
510,198427,2017-10-01,5,3,9,31,17,99
511,206765,2015-07-01,0,0,8,31,23,19
512,206765,2015-08-01,0,0,10,31,21,108
513,206765,2015-09-01,2,0,8,30,20,165
514,206765,2015-10-01,5,3,9,31,17,417
515,206765,2015-11-01,0,0,9,30,21,620
516,206765,2015-12-01,0,0,8,31,23,670
517,206765,2016-01-01,1,0,10,31,20,1126
518,206765,2016-02-01,5,1,8,29,16,670
519,206765,2016-03-01,0,0,8,31,23,844
520,206765,2016-04-01,1,0,9,30,20,796
521,206765,2016-05-01,1,2,9,31,21,1068
522,206765,2016-06-01,2,0,8,30,20,1261
523,206765,2016-07-01,0,0,10,31,21,1280
524,206765,2016-08-01,0,0,8,31,23,1523
525,206765,2016-09-01,2,3,8,30,20,1678
526,206765,2016-10-01,5,3,10,31,16,1581
527,206765,2016-11-01,0,0,8,30,22,1592
528,206765,2016-12-01,0,0,9,31,22,2571
529,206765,2017-01-01,4,1,9,31,18,767
530,206765,2017-02-01,2,1,8,28,18,912
531,206765,2017-03-01,0,0,8,31,23,2086
532,206765,2017-04-01,2,0,10,30,18,1659
533,206765,2017-05-01,3,2,8,31,20,2523
534,206765,2017-06-01,0,0,8,30,22,1940
535,206765,2017-07-01,0,0,10,31,21,1979
536,206765,2017-08-01,0,0,8,31,23,1950
537,206765,2017-09-01,0,0,9,30,21,2347
538,206765,2017-10-01,5,3,9,31,17,2057
539,209945,2012-01-01,7,1,9,31,15,168
540,209945,2012-02-01,0,0,8,29,21,107
541,209945,2012-03-01,0,0,9,31,22,206
542,209945,2012-04-01,4,2,9,30,17,198
543,209945,2012-05-01,1,2,8,31,22,221
544,209945,2012-06-01,1,0,9,30,20,213
545,209945,2012-07-01,0,0,9,31,22,243
546,209945,2012-08-01,0,0,8,31,23,252
547,209945,2012-09-01,0,0,10,30,20,274
548,209945,2012-10-01,5,3,8,31,18,342
549,209945,2012-11-01,0,0,8,30,22,205
550,209945,2012-12-01,0,0,10,31,21,107
551,209945,2013-01-01,3,1,8,31,20,283
552,209945,2013-02-01,5,1,8,28,15,114
553,209945,2013-03-01,0,0,10,31,21,122
554,209945,2013-04-01,4,0,8,30,18,168
555,209945,2013-05-01,1,2,8,31,22,236
556,209945,2013-06-01,3,0,10,30,17,174
557,209945,2013-07-01,0,0,8,31,23,265
558,209945,2013-08-01,0,0,9,31,22,327
559,209945,2013-09-01,2,0,9,30,19,335
560,209945,2013-10-01,5,3,8,31,18,198
561,209945,2013-11-01,0,0,9,30,21,267
562,209945,2013-12-01,0,0,9,31,22,221
563,209945,2014-01-01,2,1,8,31,21,343
564,209945,2014-02-01,4,1,8,28,16,191
565,209945,2014-03-01,0,0,10,31,21,236
566,209945,2014-04-01,1,0,8,30,21,282
567,209945,2014-05-01,2,2,9,31,20,282
568,209945,2014-06-01,1,0,9,30,20,311
569,209945,2014-07-01,0,0,8,31,23,358
570,209945,2014-08-01,0,0,10,31,21,297
571,209945,2014-09-01,1,3,8,30,21,396
572,209945,2014-10-01,5,3,8,31,18,320
573,209945,2014-11-01,0,0,10,30,20,289
574,209945,2014-12-01,0,0,8,31,23,304
575,209945,2015-01-01,2,1,9,31,20,608
576,209945,2015-02-01,5,1,8,28,15,312
577,209945,2015-03-01,0,0,9,31,22,260
578,209945,2015-04-01,1,0,8,30,21,388
